交易日期,客户ID,售货员,分公司,产品,单价,数量,订单金额
2019-07-14,C00773,吴中岳,广东,百香果,12,7201,86412
2019-12-21,C00079,王玉,吉林,梨,8,6705,53640
2019-10-16,C00800,阎云,山东,梨,8,8800,70400
2019-10-24,C00476,刘雪,天津,葡萄,15,3889,58335
2019-08-28,C00161,李琳,上海,香蕉,7.5,379,2842.5
2019-03-06,C00672,陈杨,吉林,葡萄,15,9619,144285
2019-04-10,C00688,王玉,吉林,葡萄,15,1491,22365
2019-06-21,C00584,张林,广东,榴莲,50,2418,120900
2019-12-12,C00604,魏苍生,天津,葡萄,15,2441,36615
2019-07-18,C00208,王宇,吉林,榴莲,50,1095,54750
2019-02-21,C00161,魏苍生,天津,榴莲,50,7851,392550
2019-09-20,C00515,李智童,山东,榴莲,50,2425,121250
2019-07-27,C00705,吴中岳,广东,椰子,20,5789,115780
2019-10-30,C00043,刘帆,天津,葡萄,15,992,14880
2019-06-28,C00577,殷琳,广东,西瓜,30,9152,274560
2019-12-06,C00049,张林,广东,百香果,12,2740,32880
2019-02-20,C00119,章洋,上海,榴莲,50,6744,337200
2019-02-10,C00759,张林,广东,椰子,20,8385,167700
2019-08-23,C00305,魏苍生,天津,苹果,10,1147,11470
2019-10-01,C00583,庄雷,上海,梨,8,6361,50888
2019-08-07,C00975,王宇,吉林,香蕉,7.5,9835,73762.5
2019-10-30,C00474,许亮,吉林,西瓜,30,7459,223770
2019-03-09,C00901,蔡建平,山东,椰子,20,500,10000
2019-11-22,C00510,李辉,北京,桃,6.5,2035,13227.5
2019-08-01,C00231,利坤,上海,桃,6.5,5653,36744.5
2019-05-29,C00959,刘丹,上海,桔子,6,7011,42066
2019-04-14,C00154,江敏,上海,榴莲,50,5837,291850
2019-08-24,C00753,王梓戎,广东,梨,8,8379,67032
2019-07-10,C00765,刘帆,天津,百香果,12,6926,83112
2019-07-09,C00881,章洋,上海,西瓜,30,2214,66420
2019-04-30,C00787,刘颖,上海,梨,8,8462,67696
2019-12-08,C00890,江敏,上海,苹果,10,3860,38600
2019-01-11,C00217,蔡勇,广东,桔子,6,9369,56214
2019-09-04,C00720,李辉,北京,榴莲,50,2317,115850
2019-08-26,C00528,江敏,上海,苹果,10,7109,71090
2019-08-21,C00174,庄雷,上海,桃,6.5,7171,46611.5
2019-07-12,C00786,董丹丹,广东,椰子,20,3503,70060
2019-05-09,C00005,吴中岳,广东,桃,6.5,5804,37726.0
2019-05-10,C00692,刘雪,天津,百香果,12,9757,117084
2019-06-21,C00992,侯宁,上海,西瓜,30,7293,218790
2019-08-19,C00572,郭华锋,吉林,西瓜,30,4020,120600
2019-08-28,C00529,吴中岳,广东,榴莲,50,9756,487800
2019-11-14,C00592,李辉,北京,榴莲,50,3202,160100
2019-04-24,C00117,蔡勇,广东,椰子,20,1279,25580
2019-11-01,C00115,李琳,上海,榴莲,50,6620,331000
2019-06-08,C00603,殷琳,广东,苹果,10,941,9410
2019-11-24,C00388,吴中岳,广东,香蕉,7.5,7034,52755.0
2019-03-20,C00222,吴中岳,广东,桃,6.5,2726,17719.0
2019-09-25,C00167,蔡建平,山东,百香果,12,2354,28248
2019-11-14,C00179,蔡建平,山东,桃,6.5,2583,16789.5
2019-02-09,C00394,王梓戎,广东,西瓜,30,5117,153510
2019-08-14,C00428,董丹丹,广东,榴莲,50,6877,343850
2019-05-31,C00672,李辉,北京,百香果,12,6537,78444
2019-01-07,C00391,陈杨,吉林,桃,6.5,634,4121.0
2019-07-25,C00607,王玉,吉林,百香果,12,8395,100740
2019-09-09,C00017,王梓戎,广东,苹果,10,1791,17910
2019-06-22,C00137,王玉,吉林,百香果,12,9352,112224
2019-09-12,C00093,孙健,上海,榴莲,50,3637,181850
2019-02-07,C00249,李智童,山东,梨,8,7427,59416
2019-05-12,C00695,刘雪,天津,榴莲,50,7866,393300
2019-05-07,C00687,董丹丹,广东,桔子,6,129,774
2019-02-11,C00645,许亮,吉林,葡萄,15,9531,142965
2019-01-21,C00718,吴中岳,广东,西瓜,30,6106,183180
2019-04-02,C00018,刘帆,天津,桃,6.5,4664,30316.0
2019-04-29,C00984,张林,广东,西瓜,30,846,25380
2019-01-24,C00542,侯宁,上海,葡萄,15,4904,73560
2019-12-22,C00068,戴雪,上海,桃,6.5,506,3289.0
2019-10-09,C00108,李琳,上海,百香果,12,4933,59196
2019-11-13,C00659,蔡建平,山东,桔子,6,9866,59196
2019-05-23,C00549,蔡勇,广东,桃,6.5,662,4303.0
2019-01-20,C00657,张林,广东,椰子,20,9764,195280
2019-04-13,C00573,蔡勇,广东,桃,6.5,9079,59013.5
2019-07-05,C00422,吴中岳,广东,西瓜,30,50,1500
2019-10-16,C00394,王梓戎,广东,百香果,12,6392,76704
2019-05-03,C00173,陈杨,吉林,榴莲,50,1615,80750
2019-06-05,C00831,李辉,北京,桔子,6,1681,10086
2019-11-02,C00362,董丹丹,广东,桔子,6,3763,22578
2019-07-04,C00296,殷琳,广东,桃,6.5,3277,21300.5
2019-09-18,C00968,戴雪,上海,梨,8,1507,12056
2019-08-01,C00824,郭华锋,吉林,椰子,20,1502,30040
2019-10-27,C00423,王梓戎,广东,葡萄,15,7115,106725
2019-04-01,C00758,李琳,上海,葡萄,15,5341,80115
2019-04-24,C00019,庄雷,上海,梨,8,5372,42976
2019-11-17,C00497,殷琳,广东,梨,8,1166,9328
2019-12-07,C00760,王玉,吉林,梨,8,7540,60320
2019-04-08,C00885,侯宁,上海,葡萄,15,7769,116535
2019-07-29,C00204,孙健,上海,葡萄,15,9560,143400
2019-04-26,C00458,刘颖,上海,苹果,10,7762,77620
2019-08-29,C00262,庄雷,上海,椰子,20,8379,167580
2019-12-24,C00599,李辉,北京,桃,6.5,5210,33865.0
2019-11-12,C00523,戴雪,上海,梨,8,1617,12936
2019-02-04,C00134,李智童,山东,西瓜,30,6593,197790
2019-10-18,C00917,殷琳,广东,葡萄,15,4847,72705
2019-12-13,C00358,郭华锋,吉林,桃,6.5,1430,9295.0
2019-02-28,C00296,蔡勇,广东,桃,6.5,5588,36322.0
2019-05-08,C00976,钱国,山东,榴莲,50,383,19150
2019-01-03,C00670,江敏,上海,西瓜,30,864,25920
2019-11-29,C00147,庄雷,上海,苹果,10,17,170
2019-12-09,C00819,张林,广东,桃,6.5,8794,57161.0
2019-12-24,C00287,刘颖,上海,梨,8,8986,71888
2019-09-06,C00135,庄雷,上海,梨,8,2952,23616
2019-09-28,C00164,郭华锋,吉林,椰子,20,7549,150980
2019-12-05,C00624,蔡建平,山东,葡萄,15,3436,51540
2019-04-30,C00284,章洋,上海,葡萄,15,7351,110265
2019-12-09,C00853,蔡建平,山东,百香果,12,5601,67212
2019-06-22,C00991,殷琳,广东,苹果,10,6571,65710
2019-05-27,C00248,李智童,山东,苹果,10,29,290
2019-02-14,C00294,董丹丹,广东,西瓜,30,9899,296970
2019-11-02,C00993,庄雷,上海,西瓜,30,5278,158340
2019-12-23,C00301,郭华锋,吉林,香蕉,7.5,7262,54465.0
2019-02-01,C00591,殷琳,广东,香蕉,7.5,2836,21270.0
2019-09-08,C00413,章洋,上海,椰子,20,8214,164280
2019-05-28,C00891,王宇,吉林,西瓜,30,9472,284160
2019-01-17,C00293,李琳,上海,梨,8,3551,28408
2019-05-14,C00359,李智童,山东,梨,8,9771,78168
2019-10-13,C00430,魏苍生,天津,桃,6.5,8804,57226.0
2019-05-24,C00679,许亮,吉林,香蕉,7.5,7696,57720.0
2019-12-16,C00578,阎云,山东,百香果,12,3599,43188
2019-06-22,C00055,刘雪,天津,桔子,6,4659,27954
2019-04-22,C00875,李智童,山东,榴莲,50,7901,395050
2019-03-18,C00155,江敏,上海,百香果,12,2972,35664
2019-09-10,C00590,章洋,上海,椰子,20,3148,62960
2019-12-16,C00777,殷琳,广东,葡萄,15,7016,105240
2019-07-10,C00244,王梓戎,广东,桔子,6,6474,38844
2019-10-16,C00408,章洋,上海,椰子,20,8906,178120
2019-10-12,C00081,张林,广东,香蕉,7.5,626,4695.0
2019-03-01,C00165,蔡建平,山东,梨,8,1042,8336
2019-03-08,C00436,董丹丹,广东,椰子,20,3874,77480
2019-01-21,C00991,王玉,吉林,苹果,10,4473,44730
2019-12-05,C00470,张林,广东,椰子,20,4866,97320
2019-11-29,C00958,魏苍生,天津,西瓜,30,7152,214560
2019-10-17,C00631,刘帆,天津,西瓜,30,2304,69120
2019-10-26,C00540,李琳,上海,榴莲,50,9392,469600
2019-11-20,C00900,殷琳,广东,桔子,6,5927,35562
2019-11-21,C00048,孙健,上海,百香果,12,5151,61812
2019-12-08,C00973,利坤,上海,梨,8,6295,50360
2019-06-23,C00928,吴中岳,广东,百香果,12,9932,119184
2019-02-18,C00133,董丹丹,广东,椰子,20,2745,54900
2019-11-30,C00268,刘雪,天津,椰子,20,5462,109240
2019-10-14,C00171,章洋,上海,榴莲,50,1969,98450
2019-03-18,C00998,庄雷,上海,苹果,10,9310,93100
2019-10-23,C00892,蔡勇,广东,百香果,12,5842,70104
2019-03-01,C00061,李琳,上海,苹果,10,5973,59730
2019-07-01,C00042,钱国,山东,桃,6.5,6827,44375.5
2019-09-25,C00705,王梓戎,广东,百香果,12,2762,33144
2019-01-24,C00275,王玉,吉林,葡萄,15,2685,40275
2019-10-01,C00356,王玉,吉林,香蕉,7.5,7848,58860.0
2019-03-07,C00381,刘丹,上海,香蕉,7.5,5999,44992.5
2019-01-30,C00008,蔡勇,广东,西瓜,30,3350,100500
2019-11-21,C00968,郭华锋,吉林,西瓜,30,7336,220080
2019-03-23,C00725,李智童,山东,桔子,6,5063,30378
2019-10-06,C00478,刘雪,天津,榴莲,50,5973,298650
2019-06-19,C00946,李琳,上海,苹果,10,2757,27570
2019-12-23,C00465,蔡勇,广东,梨,8,9826,78608
2019-09-28,C00281,董丹丹,广东,香蕉,7.5,4064,30480.0
2019-03-25,C00065,江敏,上海,榴莲,50,3172,158600
2019-11-26,C00306,侯宁,上海,椰子,20,7814,156280
2019-03-28,C00618,蔡勇,广东,苹果,10,9720,97200
2019-11-18,C00795,王梓戎,广东,西瓜,30,6515,195450
2019-11-25,C00466,魏苍生,天津,葡萄,15,2170,32550
2019-06-06,C00587,陈杨,吉林,榴莲,50,6793,339650
2019-07-08,C00098,王梓戎,广东,西瓜,30,8915,267450
2019-01-23,C00357,蔡勇,广东,苹果,10,6133,61330
2019-02-04,C00930,江敏,上海,梨,8,9753,78024
2019-12-22,C00109,王玉,吉林,椰子,20,7711,154220
2019-10-18,C00679,侯宁,上海,桃,6.5,1578,10257.0
2019-02-07,C00474,利坤,上海,梨,8,1262,10096
2019-06-19,C00233,魏苍生,天津,榴莲,50,280,14000
2019-05-26,C00525,刘雪,天津,桃,6.5,2253,14644.5
2019-08-06,C00819,王宇,吉林,榴莲,50,6789,339450
2019-05-27,C00479,章洋,上海,葡萄,15,3028,45420
2019-08-08,C00463,江敏,上海,椰子,20,5380,107600
2019-09-28,C00509,戴雪,上海,百香果,12,8059,96708
2019-01-30,C00347,郭华锋,吉林,苹果,10,2111,21110
2019-06-19,C00872,蔡建平,山东,桔子,6,6332,37992
2019-05-27,C00133,王梓戎,广东,西瓜,30,7813,234390
2019-12-08,C00496,戴雪,上海,香蕉,7.5,4122,30915.0
2019-11-20,C00826,侯宁,上海,梨,8,8075,64600
2019-01-23,C00691,蔡建平,山东,椰子,20,9656,193120
2019-09-27,C00412,王梓戎,广东,苹果,10,8628,86280
2019-09-11,C00605,戴雪,上海,百香果,12,2778,33336
2019-11-20,C00494,庄雷,上海,西瓜,30,5856,175680
2019-05-24,C00330,钱国,山东,梨,8,4689,37512
2019-06-19,C00036,张林,广东,葡萄,15,2495,37425
2019-02-11,C00934,许亮,吉林,桔子,6,206,1236
2019-10-02,C00915,庄雷,上海,桔子,6,6932,41592
2019-10-29,C00992,李琳,上海,桃,6.5,9413,61184.5
2019-10-13,C00310,蔡勇,广东,苹果,10,9042,90420
2019-12-20,C00133,陈天浩,上海,榴莲,50,75,3750
2019-10-21,C00292,殷琳,广东,葡萄,15,3987,59805
2019-09-21,C00610,王宇,吉林,桃,6.5,4643,30179.5
2019-02-23,C00102,孙健,上海,桃,6.5,5858,38077.0
2019-05-29,C00847,王宇,吉林,百香果,12,9994,119928
2019-10-18,C00738,王玉,吉林,椰子,20,3001,60020
2019-06-20,C00041,钱国,山东,桔子,6,9326,55956
2019-04-07,C00814,钱国,山东,百香果,12,7091,85092
2019-03-18,C00406,李辉,北京,桃,6.5,7015,45597.5
2019-06-26,C00862,王宇,吉林,香蕉,7.5,8661,64957.5
2019-04-05,C00161,庄雷,上海,葡萄,15,5733,85995
2019-02-11,C00303,王梓戎,广东,榴莲,50,3831,191550
2019-04-09,C00417,戴雪,上海,梨,8,3968,31744
2019-01-27,C00170,陈天浩,上海,椰子,20,2986,59720
2019-05-08,C00920,李智童,山东,梨,8,2091,16728
2019-06-02,C00293,刘帆,天津,桔子,6,3398,20388
2019-09-11,C00084,李琳,上海,西瓜,30,9547,286410
2019-02-27,C00571,刘帆,天津,桃,6.5,8466,55029.0
2019-07-23,C00590,阎云,山东,葡萄,15,6296,94440
2019-04-23,C00533,刘帆,天津,香蕉,7.5,1789,13417.5
2019-10-21,C00871,刘雪,天津,桔子,6,9956,59736
2019-12-03,C00309,刘丹,上海,西瓜,30,1882,56460
2019-02-28,C00226,刘颖,上海,香蕉,7.5,4256,31920.0
2019-02-05,C00098,许亮,吉林,榴莲,50,6615,330750
2019-10-05,C00234,蔡建平,山东,桔子,6,844,5064
2019-01-27,C00027,魏苍生,天津,榴莲,50,1274,63700
2019-05-19,C00203,阎云,山东,苹果,10,2069,20690
2019-03-27,C00568,江敏,上海,百香果,12,6278,75336
2019-09-15,C00940,刘雪,天津,梨,8,9340,74720
2019-09-10,C00692,吴中岳,广东,苹果,10,646,6460
2019-10-03,C00545,郭华锋,吉林,百香果,12,1714,20568
2019-05-11,C00348,刘颖,上海,苹果,10,755,7550
2019-07-06,C00391,孙健,上海,桃,6.5,167,1085.5
2019-09-25,C00926,王梓戎,广东,梨,8,3376,27008
2019-07-26,C00521,江敏,上海,西瓜,30,9901,297030
2019-02-14,C00880,江敏,上海,香蕉,7.5,9798,73485.0
2019-08-26,C00697,江敏,上海,百香果,12,7,84
2019-06-16,C00264,陈天浩,上海,桃,6.5,1453,9444.5
2019-11-12,C00653,章洋,上海,百香果,12,3781,45372
2019-05-01,C00801,李智童,山东,椰子,20,3648,72960
2019-07-03,C00527,章洋,上海,百香果,12,5622,67464
2019-09-06,C00824,章洋,上海,榴莲,50,7780,389000
2019-07-11,C00596,王宇,吉林,榴莲,50,7797,389850
2019-03-13,C00426,蔡勇,广东,桔子,6,9610,57660
2019-08-19,C00047,李辉,北京,苹果,10,979,9790
2019-07-23,C00474,许亮,吉林,香蕉,7.5,5254,39405.0
2019-12-27,C00239,庄雷,上海,西瓜,30,5549,166470
2019-12-05,C00318,章洋,上海,苹果,10,1000,10000
2019-07-13,C00932,江敏,上海,百香果,12,7258,87096
2019-04-10,C00750,殷琳,广东,香蕉,7.5,3234,24255.0
2019-12-28,C00418,戴雪,上海,榴莲,50,6453,322650
2019-03-19,C00535,魏苍生,天津,榴莲,50,4660,233000
2019-07-23,C00802,蔡建平,山东,葡萄,15,509,7635
2019-06-11,C00854,郭华锋,吉林,百香果,12,5887,70644
2019-05-24,C00353,蔡勇,广东,桃,6.5,6954,45201.0
2019-02-27,C00678,戴雪,上海,西瓜,30,3875,116250
2019-06-11,C00268,陈天浩,上海,苹果,10,8976,89760
2019-05-11,C00759,陈杨,吉林,榴莲,50,3344,167200
2019-02-19,C00863,郭华锋,吉林,香蕉,7.5,2806,21045.0
2019-03-24,C00012,江敏,上海,苹果,10,4177,41770
2019-07-10,C00754,吴中岳,广东,梨,8,9981,79848
2019-12-19,C00719,章洋,上海,桃,6.5,6097,39630.5
2019-05-21,C00951,陈杨,吉林,葡萄,15,3455,51825
2019-10-22,C00172,陈天浩,上海,香蕉,7.5,5123,38422.5
2019-03-05,C00346,郭华锋,吉林,西瓜,30,1483,44490
2019-01-17,C00412,刘丹,上海,百香果,12,374,4488
2019-02-15,C00564,陈杨,吉林,葡萄,15,4018,60270
2019-09-22,C00717,张林,广东,西瓜,30,993,29790
2019-11-29,C00655,刘帆,天津,梨,8,6937,55496
2019-03-17,C00614,戴雪,上海,葡萄,15,7342,110130
2019-03-07,C00822,殷琳,广东,榴莲,50,7461,373050
2019-01-21,C00094,许亮,吉林,榴莲,50,7889,394450
2019-10-23,C00514,刘雪,天津,梨,8,3112,24896
2019-09-14,C00924,蔡建平,山东,西瓜,30,1729,51870
2019-08-11,C00537,李琳,上海,香蕉,7.5,5742,43065.0
2019-04-27,C00122,陈杨,吉林,香蕉,7.5,8647,64852.5
2019-06-12,C00736,殷琳,广东,苹果,10,3341,33410
2019-02-10,C00093,侯宁,上海,西瓜,30,4393,131790
2019-07-04,C00082,章洋,上海,椰子,20,7209,144180
2019-05-27,C00528,利坤,上海,葡萄,15,4061,60915
2019-08-22,C00817,董丹丹,广东,梨,8,1814,14512
2019-10-09,C00604,王梓戎,广东,葡萄,15,8524,127860
2019-04-05,C00604,王玉,吉林,梨,8,4552,36416
2019-08-16,C00471,钱国,山东,香蕉,7.5,4355,32662.5
2019-06-18,C00159,张林,广东,苹果,10,4751,47510
2019-09-25,C00632,许亮,吉林,榴莲,50,9883,494150
2019-02-21,C00160,蔡建平,山东,百香果,12,5514,66168
2019-06-15,C00156,庄雷,上海,椰子,20,5211,104220
2019-07-10,C00213,江敏,上海,西瓜,30,5974,179220
2019-05-10,C00838,张林,广东,苹果,10,5237,52370
2019-06-23,C00962,许亮,吉林,西瓜,30,3570,107100
2019-06-01,C00678,刘雪,天津,桔子,6,4003,24018
2019-12-24,C00755,王梓戎,广东,榴莲,50,6817,340850
2019-09-26,C00051,陈天浩,上海,桔子,6,3738,22428
2019-01-08,C00904,蔡建平,山东,梨,8,6065,48520
2019-06-22,C00780,蔡勇,广东,香蕉,7.5,6251,46882.5
2019-07-23,C00082,殷琳,广东,椰子,20,7171,143420
2019-03-18,C00864,刘丹,上海,梨,8,1251,10008
2019-09-03,C00403,陈天浩,上海,苹果,10,2721,27210
2019-04-30,C00139,侯宁,上海,香蕉,7.5,5920,44400.0
2019-04-02,C00331,殷琳,广东,苹果,10,7835,78350
2019-11-05,C00620,章洋,上海,百香果,12,1322,15864
2019-08-23,C00367,张林,广东,苹果,10,5267,52670
2019-07-17,C00125,陈天浩,上海,桃,6.5,4142,26923.0
2019-01-08,C00213,蔡建平,山东,百香果,12,4721,56652
2019-11-10,C00596,章洋,上海,苹果,10,2542,25420
2019-10-20,C00655,蔡建平,山东,椰子,20,1088,21760
2019-06-12,C00583,李琳,上海,榴莲,50,4835,241750
2019-03-09,C00178,戴雪,上海,苹果,10,975,9750
2019-05-18,C00992,李琳,上海,西瓜,30,5436,163080
2019-04-13,C00323,吴中岳,广东,桔子,6,3723,22338
2019-10-24,C00167,郭华锋,吉林,榴莲,50,5749,287450
2019-06-21,C00562,蔡勇,广东,香蕉,7.5,3895,29212.5
2019-08-03,C00932,王梓戎,广东,桃,6.5,4667,30335.5
2019-02-09,C00225,蔡建平,山东,西瓜,30,4519,135570
2019-11-15,C00191,庄雷,上海,桔子,6,3562,21372
2019-01-09,C00536,王梓戎,广东,西瓜,30,547,16410
2019-11-15,C00152,蔡勇,广东,榴莲,50,8249,412450
2019-04-12,C00627,孙健,上海,榴莲,50,7371,368550
2019-09-12,C00328,李琳,上海,苹果,10,1835,18350
2019-08-08,C00372,王宇,吉林,香蕉,7.5,4915,36862.5
2019-04-12,C00466,郭华锋,吉林,西瓜,30,3627,108810
2019-05-09,C00779,吴中岳,广东,椰子,20,753,15060
2019-06-05,C00079,吴中岳,广东,椰子,20,9889,197780
2019-11-24,C00365,刘帆,天津,桔子,6,6388,38328
2019-05-01,C00957,蔡建平,山东,苹果,10,4784,47840
2019-05-10,C00123,钱国,山东,葡萄,15,4674,70110
2019-09-02,C00631,王宇,吉林,香蕉,7.5,4370,32775.0
2019-11-13,C00945,董丹丹,广东,桃,6.5,3337,21690.5
2019-03-04,C00939,蔡勇,广东,香蕉,7.5,9655,72412.5
2019-03-16,C00885,陈杨,吉林,西瓜,30,5936,178080
2019-11-09,C00373,蔡勇,广东,榴莲,50,6864,343200
2019-07-02,C00782,刘丹,上海,榴莲,50,1483,74150
2019-11-11,C00807,王宇,吉林,百香果,12,4430,53160
2019-08-29,C00173,陈杨,吉林,梨,8,7717,61736
2019-08-26,C00215,阎云,山东,葡萄,15,712,10680
2019-05-24,C00583,侯宁,上海,葡萄,15,8194,122910
2019-10-10,C00818,许亮,吉林,香蕉,7.5,7985,59887.5
2019-07-10,C00643,陈杨,吉林,西瓜,30,5199,155970
2019-01-19,C00255,殷琳,广东,桃,6.5,3302,21463.0
2019-09-12,C00515,陈杨,吉林,葡萄,15,9395,140925
2019-10-14,C00190,张林,广东,香蕉,7.5,3898,29235.0
2019-06-30,C00378,陈杨,吉林,香蕉,7.5,3559,26692.5
2019-05-02,C00994,王梓戎,广东,桔子,6,3753,22518
2019-01-09,C00308,刘帆,天津,苹果,10,592,5920
2019-12-25,C00741,李琳,上海,百香果,12,986,11832
2019-06-19,C00446,刘帆,天津,桃,6.5,7048,45812.0
2019-07-05,C00038,郭华锋,吉林,榴莲,50,8824,441200
2019-10-03,C00634,李辉,北京,香蕉,7.5,2737,20527.5
2019-10-13,C00500,殷琳,广东,椰子,20,2863,57260
2019-04-23,C00988,刘丹,上海,榴莲,50,6666,333300
2019-02-06,C00978,刘雪,天津,梨,8,4940,39520
2019-09-03,C00570,许亮,吉林,桃,6.5,4906,31889.0
2019-09-23,C00833,侯宁,上海,葡萄,15,6622,99330
2019-07-11,C00727,魏苍生,天津,桃,6.5,9258,60177.0
2019-10-19,C00738,章洋,上海,香蕉,7.5,7346,55095.0
2019-12-08,C00712,李智童,山东,桃,6.5,8814,57291.0
2019-12-08,C00163,钱国,山东,桔子,6,2332,13992
2019-10-31,C00705,陈杨,吉林,香蕉,7.5,8762,65715.0
2019-02-08,C00529,章洋,上海,葡萄,15,6450,96750
2019-05-12,C00883,蔡勇,广东,桔子,6,7538,45228
2019-07-07,C00631,郭华锋,吉林,苹果,10,3305,33050
2019-11-25,C00235,刘帆,天津,桃,6.5,2072,13468.0
2019-10-15,C00039,孙健,上海,桔子,6,5212,31272
2019-03-04,C00716,阎云,山东,桃,6.5,8012,52078.0
2019-07-22,C00511,利坤,上海,香蕉,7.5,3516,26370.0
2019-06-20,C00849,李琳,上海,梨,8,8305,66440
2019-07-08,C00630,庄雷,上海,葡萄,15,7885,118275
2019-11-22,C00196,侯宁,上海,榴莲,50,9893,494650
2019-03-01,C00637,庄雷,上海,香蕉,7.5,2184,16380.0
2019-01-14,C00104,李琳,上海,西瓜,30,6390,191700
2019-11-17,C00967,李琳,上海,苹果,10,2728,27280
2019-12-18,C00717,王梓戎,广东,葡萄,15,3045,45675
2019-08-04,C00849,殷琳,广东,葡萄,15,2058,30870
2019-09-06,C00393,利坤,上海,榴莲,50,8605,430250
2019-07-06,C00543,阎云,山东,西瓜,30,9759,292770
2019-08-15,C00472,董丹丹,广东,苹果,10,330,3300
2019-04-26,C00976,利坤,上海,葡萄,15,4991,74865
2019-05-16,C00410,李智童,山东,葡萄,15,8260,123900
2019-03-18,C00785,李辉,北京,葡萄,15,4542,68130
2019-07-12,C00449,庄雷,上海,榴莲,50,272,13600
2019-12-28,C00062,刘雪,天津,苹果,10,9281,92810
2019-08-21,C00698,李琳,上海,桔子,6,7501,45006
2019-05-25,C00046,庄雷,上海,苹果,10,7301,73010
2019-06-27,C00887,李琳,上海,葡萄,15,9044,135660
2019-06-24,C00661,刘丹,上海,椰子,20,5798,115960
2019-06-29,C00464,李智童,山东,百香果,12,9177,110124
2019-09-21,C00556,蔡勇,广东,梨,8,6106,48848
2019-07-02,C00956,许亮,吉林,桃,6.5,7031,45701.5
2019-01-28,C00231,王梓戎,广东,百香果,12,2056,24672
2019-04-08,C00556,侯宁,上海,香蕉,7.5,1372,10290.0
2019-11-13,C00136,孙健,上海,香蕉,7.5,2006,15045.0
2019-09-24,C00241,李辉,北京,苹果,10,7456,74560
2019-09-16,C00561,吴中岳,广东,葡萄,15,3289,49335
2019-06-17,C00068,吴中岳,广东,梨,8,9187,73496
2019-12-05,C00869,孙健,上海,西瓜,30,5108,153240
2019-01-06,C00112,蔡勇,广东,百香果,12,3713,44556
2019-04-10,C00764,王宇,吉林,西瓜,30,9484,284520
2019-03-21,C00899,张林,广东,苹果,10,8488,84880
2019-10-01,C00070,钱国,山东,梨,8,483,3864
2019-05-11,C00989,陈杨,吉林,苹果,10,8330,83300
2019-01-14,C00226,王玉,吉林,桔子,6,2314,13884
2019-05-04,C00576,王宇,吉林,百香果,12,5958,71496
2019-09-03,C00147,李智童,山东,葡萄,15,8358,125370
2019-08-14,C00419,钱国,山东,西瓜,30,3469,104070
2019-03-16,C00110,殷琳,广东,葡萄,15,2920,43800
2019-05-28,C00527,张林,广东,苹果,10,9559,95590
2019-10-22,C00657,章洋,上海,桃,6.5,755,4907.5
2019-09-19,C00278,蔡勇,广东,梨,8,1159,9272
2019-12-07,C00563,戴雪,上海,百香果,12,6854,82248
2019-08-07,C00757,董丹丹,广东,西瓜,30,5669,170070
2019-08-17,C00226,刘帆,天津,榴莲,50,7446,372300
2019-01-28,C00380,李辉,北京,香蕉,7.5,9380,70350.0
2019-06-07,C00078,殷琳,广东,苹果,10,8918,89180
2019-10-11,C00281,蔡勇,广东,榴莲,50,7504,375200
2019-05-23,C00781,陈杨,吉林,梨,8,8180,65440
2019-05-06,C00075,董丹丹,广东,百香果,12,2220,26640
2019-01-17,C00144,魏苍生,天津,桔子,6,5303,31818
2019-07-01,C00959,李琳,上海,百香果,12,5108,61296
2019-06-08,C00774,魏苍生,天津,桃,6.5,2811,18271.5
2019-03-23,C00108,殷琳,广东,桔子,6,2363,14178
2019-09-29,C00601,蔡勇,广东,西瓜,30,6375,191250
2019-04-13,C00436,蔡建平,山东,榴莲,50,507,25350
2019-02-22,C00473,钱国,山东,百香果,12,1736,20832
2019-11-24,C00866,阎云,山东,葡萄,15,8842,132630
2019-01-09,C00104,刘颖,上海,梨,8,5348,42784
2019-03-23,C00240,刘颖,上海,百香果,12,2686,32232
2019-08-06,C00077,陈天浩,上海,椰子,20,1209,24180
2019-03-03,C00707,李辉,北京,桔子,6,6656,39936
2019-03-14,C00177,刘丹,上海,葡萄,15,8954,134310
2019-02-14,C00384,郭华锋,吉林,桃,6.5,3179,20663.5
2019-10-18,C00046,孙健,上海,香蕉,7.5,2543,19072.5
2019-12-13,C00729,陈杨,吉林,桃,6.5,8443,54879.5
2019-07-31,C00970,戴雪,上海,西瓜,30,2022,60660
2019-09-06,C00138,刘颖,上海,桃,6.5,8968,58292.0
2019-09-06,C00273,王梓戎,广东,榴莲,50,5654,282700
2019-12-23,C00610,阎云,山东,葡萄,15,8835,132525
2019-04-04,C00124,刘颖,上海,香蕉,7.5,5696,42720.0
2019-05-09,C00571,李辉,北京,桔子,6,2886,17316
2019-05-30,C00908,庄雷,上海,桔子,6,1568,9408
2019-06-12,C00742,王宇,吉林,榴莲,50,411,20550
2019-12-25,C00786,蔡建平,山东,桃,6.5,5589,36328.5
2019-04-25,C00445,王玉,吉林,西瓜,30,4591,137730
2019-03-30,C00531,陈天浩,上海,榴莲,50,2751,137550
2019-10-19,C00558,孙健,上海,百香果,12,9308,111696
2019-01-06,C00356,魏苍生,天津,苹果,10,1553,15530
2019-09-12,C00127,利坤,上海,榴莲,50,5172,258600
2019-01-29,C00171,蔡勇,广东,苹果,10,1873,18730
2019-01-09,C00964,李辉,北京,桔子,6,8488,50928
